Tipo de profesional;Sexo;años;Total
Enfermeros con título de Practicantes y ATS;Hombres;2013;..
Enfermeros con título de Practicantes y ATS;Hombres;2012;..
Enfermeros con título de Practicantes y ATS;Hombres;2011;..
Enfermeros con título de Practicantes y ATS;Hombres;2010;..
Enfermeros con título de Practicantes y ATS;Hombres;2009;..
Enfermeros con título de Practicantes y ATS;Hombres;2008;..
Enfermeros con título de Practicantes y ATS;Hombres;2007;..
Enfermeros con título de Practicantes y ATS;Hombres;2006;..
Enfermeros con título de Practicantes y ATS;Hombres;2005;..
Enfermeros con título de Practicantes y ATS;Hombres;2004;..
Enfermeros con título de Practicantes y ATS;Hombres;2003;..
Enfermeros con título de Practicantes y ATS;Hombres;2002;..
Enfermeros con título de Practicantes y ATS;Hombres;2001;..
Enfermeros con título de Practicantes y ATS;Hombres;2000;..
Enfermeros con título de Practicantes y ATS;Hombres;1999;..
Enfermeros con título de Practicantes y ATS;Hombres;1998;..
Enfermeros con título de Practicantes y ATS;Hombres;1997;..
Enfermeros con título de Practicantes y ATS;Hombres;1996;..
Enfermeros con título de Practicantes y ATS;Hombres;1995;..
Enfermeros con título de Practicantes y ATS;Hombres;1994;..
Enfermeros con título de Practicantes y ATS;Hombres;1993;..
Enfermeros con título de Practicantes y ATS;Hombres;1992;..
Enfermeros con título de Practicantes y ATS;Hombres;1991;..
Enfermeros con título de Practicantes y ATS;Hombres;1990;..
Enfermeros con título de Practicantes y ATS;Hombres;1989;..
Enfermeros con título de Practicantes y ATS;Hombres;1988;..
Enfermeros con título de Practicantes y ATS;Hombres;1987;..
Enfermeros con título de Practicantes y ATS;Hombres;1986;..
Enfermeros con título de Practicantes y ATS;Hombres;1985;..
Enfermeros con título de Practicantes y ATS;Hombres;1984;..
Enfermeros con título de Practicantes y ATS;Hombres;1983;..
Enfermeros con título de Practicantes y ATS;Hombres;1982;..
Enfermeros con título de Practicantes y ATS;Hombres;1981;..
Enfermeros con título de Practicantes y ATS;Hombres;1980;..
Enfermeros con título de Practicantes y ATS;Hombres;1979;..
Enfermeros con título de Practicantes y ATS;Hombres;1978;..
Enfermeros con título de Practicantes y ATS;Hombres;1977;..
Enfermeros con título de Practicantes y ATS;Hombres;1976;24.062
Enfermeros con título de Practicantes y ATS;Hombres;1975;..
Enfermeros con título de Practicantes y ATS;Hombres;1974;20.903
Enfermeros con título de Practicantes y ATS;Hombres;1973;19.696
Enfermeros con título de Practicantes y ATS;Hombres;1972;18.993
Enfermeros con título de Practicantes y ATS;Hombres;1971;18.430
Enfermeros con título de Practicantes y ATS;Hombres;1970;18.163
Enfermeros con título de Practicantes y ATS;Hombres;1969;17.978
Enfermeros con título de Practicantes y ATS;Hombres;1968;17.895
Enfermeros con título de Practicantes y ATS;Hombres;1967;17.955
Enfermeros con título de Practicantes y ATS;Hombres;1966;17.907
Enfermeros con título de Practicantes y ATS;Hombres;1965;17.813
Enfermeros con título de Practicantes y ATS;Hombres;1964;17.842
Enfermeros con título de Practicantes y ATS;Hombres;1963;17.904
Enfermeros con título de Practicantes y ATS;Hombres;1962;18.056
Enfermeros con título de Practicantes y ATS;Hombres;1961;18.160
Enfermeros con título de Practicantes y ATS;Hombres;1960;18.268
Enfermeros con título de Practicantes y ATS;Hombres;1959;18.147
Enfermeros con título de Practicantes y ATS;Hombres;1958;18.113
Enfermeros con título de Practicantes y ATS;Hombres;1957;17.926
Enfermeros con título de Practicantes y ATS;Hombres;1956;17.902
Enfermeros con título de Practicantes y ATS;Hombres;1955;18.152
Enfermeros con título de Practicantes y ATS;Hombres;1954;17.882
Enfermeros con título de Practicantes y ATS;Hombres;1953;17.054
Enfermeros con título de Practicantes y ATS;Hombres;1952;..
Enfermeros con título de Practicantes y ATS;Mujeres;2021;..
Enfermeros con título de Practicantes y ATS;Mujeres;2020;..
Enfermeros con título de Practicantes y ATS;Mujeres;2019;..
Enfermeros con título de Practicantes y ATS;Mujeres;2018;..
Enfermeros con título de Practicantes y ATS;Mujeres;2017;..
Enfermeros con título de Practicantes y ATS;Mujeres;2016;..
Enfermeros con título de Practicantes y ATS;Mujeres;2015;..
Enfermeros con título de Practicantes y ATS;Mujeres;2014;..
Enfermeros con título de Practicantes y ATS;Mujeres;2013;..
Enfermeros con título de Practicantes y ATS;Mujeres;2012;..
Enfermeros con título de Practicantes y ATS;Mujeres;2011;..
Enfermeros con título de Practicantes y ATS;Mujeres;2010;..
Enfermeros con título de Practicantes y ATS;Mujeres;2009;..
Enfermeros con título de Practicantes y ATS;Mujeres;2008;..
Enfermeros con título de Practicantes y ATS;Mujeres;2007;..
Enfermeros con título de Practicantes y ATS;Mujeres;2006;..
Enfermeros con título de Practicantes y ATS;Mujeres;2005;..
Enfermeros con título de Practicantes y ATS;Mujeres;2004;..
Enfermeros con título de Practicantes y ATS;Mujeres;2003;..
Enfermeros con título de Practicantes y ATS;Mujeres;2002;..
Enfermeros con título de Practicantes y ATS;Mujeres;2001;..
Enfermeros con título de Practicantes y ATS;Mujeres;2000;..
Enfermeros con título de Practicantes y ATS;Mujeres;1999;..
Enfermeros con título de Practicantes y ATS;Mujeres;1998;..
Enfermeros con título de Practicantes y ATS;Mujeres;1997;..
Enfermeros con título de Practicantes y ATS;Mujeres;1996;..
Enfermeros con título de Practicantes y ATS;Mujeres;1995;..
Enfermeros con título de Practicantes y ATS;Mujeres;1994;..
Enfermeros con título de Practicantes y ATS;Mujeres;1993;..
Enfermeros con título de Practicantes y ATS;Mujeres;1992;..
Enfermeros con título de Practicantes y ATS;Mujeres;1991;..
Enfermeros con título de Practicantes y ATS;Mujeres;1990;..
Enfermeros con título de Practicantes y ATS;Mujeres;1989;..
Enfermeros con título de Practicantes y ATS;Mujeres;1988;..
Enfermeros con título de Practicantes y ATS;Mujeres;1987;..
Enfermeros con título de Practicantes y ATS;Mujeres;1986;..
Enfermeros con título de Practicantes y ATS;Mujeres;1985;..
Enfermeros con título de Practicantes y ATS;Mujeres;1984;..
Enfermeros con título de Practicantes y ATS;Mujeres;1983;..
Enfermeros con título de Practicantes y ATS;Mujeres;1982;..
Enfermeros con título de Practicantes y ATS;Mujeres;1981;..
Enfermeros con título de Practicantes y ATS;Mujeres;1980;..
Enfermeros con título de Practicantes y ATS;Mujeres;1979;..
Enfermeros con título de Practicantes y ATS;Mujeres;1978;..
Enfermeros con título de Practicantes y ATS;Mujeres;1977;..
Enfermeros con título de Practicantes y ATS;Mujeres;1976;11.989
Enfermeros con título de Practicantes y ATS;Mujeres;1975;..
Enfermeros con título de Practicantes y ATS;Mujeres;1974;7.093
Enfermeros con título de Practicantes y ATS;Mujeres;1973;6.027
Enfermeros con título de Practicantes y ATS;Mujeres;1972;5.476
Enfermeros con título de Practicantes y ATS;Mujeres;1971;4.953
Enfermeros con título de Practicantes y ATS;Mujeres;1970;4.471
Enfermeros con título de Practicantes y ATS;Mujeres;1969;4.255
Enfermeros con título de Practicantes y ATS;Mujeres;1968;4.054
Enfermeros con título de Practicantes y ATS;Mujeres;1967;3.898
Enfermeros con título de Practicantes y ATS;Mujeres;1966;3.851
Enfermeros con título de Practicantes y ATS;Mujeres;1965;3.755
Enfermeros con título de Practicantes y ATS;Mujeres;1964;3.719
Enfermeros con título de Practicantes y ATS;Mujeres;1963;3.654
Enfermeros con título de Practicantes y ATS;Mujeres;1962;3.717
Enfermeros con título de Practicantes y ATS;Mujeres;1961;3.655
Enfermeros con título de Practicantes y ATS;Mujeres;1960;3.626
Enfermeros con título de Practicantes y ATS;Mujeres;1959;3.785
Enfermeros con título de Practicantes y ATS;Mujeres;1958;3.837
Enfermeros con título de Practicantes y ATS;Mujeres;1957;3.813
Enfermeros con título de Practicantes y ATS;Mujeres;1956;3.887
Enfermeros con título de Practicantes y ATS;Mujeres;1955;3.567
Enfermeros con título de Practicantes y ATS;Mujeres;1954;3.557
Enfermeros con título de Practicantes y ATS;Mujeres;1953;3.448
Enfermeros con título de Practicantes y ATS;Mujeres;1952;..
Enfermeros con título de Fisioterapeuta;Total;2021;..
Enfermeros con título de Fisioterapeuta;Total;2020;..
Enfermeros con título de Fisioterapeuta;Total;2019;..
Enfermeros con título de Fisioterapeuta;Total;2018;..
Enfermeros con título de Fisioterapeuta;Total;2017;..
Enfermeros con título de Fisioterapeuta;Total;2016;..
Enfermeros con título de Fisioterapeuta;Total;2015;..
Enfermeros con título de Fisioterapeuta;Total;2014;..
Enfermeros con título de Fisioterapeuta;Total;2013;..
Enfermeros con título de Fisioterapeuta;Total;2012;..
Enfermeros con título de Fisioterapeuta;Total;2011;..
Enfermeros con título de Fisioterapeuta;Total;2010;..
Enfermeros con título de Fisioterapeuta;Total;2009;..
Enfermeros con título de Fisioterapeuta;Total;2008;..
Enfermeros con título de Fisioterapeuta;Total;2007;..
Enfermeros con título de Fisioterapeuta;Total;2006;..
Enfermeros con título de Fisioterapeuta;Total;2005;..
Enfermeros con título de Fisioterapeuta;Total;2004;..
Enfermeros con título de Fisioterapeuta;Total;2003;..
Enfermeros con título de Fisioterapeuta;Total;2002;..
Enfermeros con título de Fisioterapeuta;Total;2001;..
Enfermeros con título de Fisioterapeuta;Total;2000;1.721
Enfermeros con título de Fisioterapeuta;Total;1999;1.824
Enfermeros con título de Fisioterapeuta;Total;1998;2.129
Enfermeros con título de Fisioterapeuta;Total;1997;2.099
Enfermeros con título de Fisioterapeuta;Total;1996;1.883
Enfermeros con título de Fisioterapeuta;Total;1995;2.409
Enfermeros con título de Fisioterapeuta;Total;1994;2.331
Enfermeros con título de Fisioterapeuta;Total;1993;2.426
Enfermeros con título de Fisioterapeuta;Total;1992;2.661
Enfermeros con título de Fisioterapeuta;Total;1991;2.720
Enfermeros con título de Fisioterapeuta;Total;1990;2.905
Enfermeros con título de Fisioterapeuta;Total;1989;3.019
Enfermeros con título de Fisioterapeuta;Total;1988;2.950
Enfermeros con título de Fisioterapeuta;Total;1987;2.911
Enfermeros con título de Fisioterapeuta;Total;1986;2.956
Enfermeros con título de Fisioterapeuta;Total;1985;2.876
Enfermeros con título de Fisioterapeuta;Total;1984;2.962
Enfermeros con título de Fisioterapeuta;Total;1983;2.634
Enfermeros con título de Fisioterapeuta;Total;1982;2.648
Enfermeros con título de Fisioterapeuta;Total;1981;2.528
Enfermeros con título de Fisioterapeuta;Total;1980;2.419
Enfermeros con título de Fisioterapeuta;Total;1979;2.072
Enfermeros con título de Fisioterapeuta;Total;1978;..
Enfermeros con título de Fisioterapeuta;Total;1977;..
Enfermeros con título de Fisioterapeuta;Total;1976;..
Enfermeros con título de Fisioterapeuta;Total;1975;..
Enfermeros con título de Fisioterapeuta;Total;1974;..
Enfermeros con título de Fisioterapeuta;Total;1973;..
Enfermeros con título de Fisioterapeuta;Total;1972;..
Enfermeros con título de Fisioterapeuta;Total;1971;..
Enfermeros con título de Fisioterapeuta;Total;1970;..
Enfermeros con título de Fisioterapeuta;Total;1969;..
Enfermeros con título de Fisioterapeuta;Total;1968;..
Enfermeros con título de Fisioterapeuta;Total;1967;..
Enfermeros con título de Fisioterapeuta;Total;1966;..
Enfermeros con título de Fisioterapeuta;Total;1965;..
Enfermeros con título de Fisioterapeuta;Total;1964;..
Enfermeros con título de Fisioterapeuta;Total;1963;..
Enfermeros con título de Fisioterapeuta;Total;1962;..
Enfermeros con título de Fisioterapeuta;Total;1961;..
Enfermeros con título de Fisioterapeuta;Total;1960;..
Enfermeros con título de Fisioterapeuta;Total;1959;..
Enfermeros con título de Fisioterapeuta;Total;1958;..
Enfermeros con título de Fisioterapeuta;Total;1957;..
Enfermeros con título de Fisioterapeuta;Total;1956;..
Enfermeros con título de Fisioterapeuta;Total;1955;..
Enfermeros con título de Fisioterapeuta;Total;1954;..
Enfermeros con título de Fisioterapeuta;Total;1953;..
Enfermeros con título de Fisioterapeuta;Total;1952;..
Enfermeros con título de Fisioterapeuta;Hombres;2021;..
Enfermeros con título de Fisioterapeuta;Hombres;2020;..
Enfermeros con título de Fisioterapeuta;Hombres;2019;..
Enfermeros con título de Fisioterapeuta;Hombres;2018;..
Enfermeros con título de Fisioterapeuta;Hombres;2017;..
Enfermeros con título de Fisioterapeuta;Hombres;2016;..
Enfermeros con título de Fisioterapeuta;Hombres;2015;..
Enfermeros con título de Fisioterapeuta;Hombres;2014;..
Enfermeros con título de Fisioterapeuta;Hombres;2013;..
Enfermeros con título de Fisioterapeuta;Hombres;2012;..
Enfermeros con título de Fisioterapeuta;Hombres;2011;..
Enfermeros con título de Fisioterapeuta;Hombres;2010;..
Enfermeros con título de Fisioterapeuta;Hombres;2009;..
Enfermeros con título de Fisioterapeuta;Hombres;2008;..
Enfermeros con título de Fisioterapeuta;Hombres;2007;..
Enfermeros con título de Fisioterapeuta;Hombres;2006;..
Enfermeros con título de Fisioterapeuta;Hombres;2005;..
Enfermeros con título de Fisioterapeuta;Hombres;2004;..
Enfermeros con título de Fisioterapeuta;Hombres;2003;..
Enfermeros con título de Fisioterapeuta;Hombres;2002;..
Enfermeros con título de Fisioterapeuta;Hombres;2001;..
Enfermeros con título de Fisioterapeuta;Hombres;2000;804
Enfermeros con título de Fisioterapeuta;Hombres;1999;875
Enfermeros con título de Fisioterapeuta;Hombres;1998;973
Enfermeros con título de Fisioterapeuta;Hombres;1997;965
Enfermeros con título de Fisioterapeuta;Hombres;1996;894
Enfermeros con título de Fisioterapeuta;Hombres;1995;1.094
Enfermeros con título de Fisioterapeuta;Hombres;1994;1.047
Enfermeros con título de Fisioterapeuta;Hombres;1993;1.130
Enfermeros con título de Fisioterapeuta;Hombres;1992;1.237
Enfermeros con título de Fisioterapeuta;Hombres;1991;1.302
Enfermeros con título de Fisioterapeuta;Hombres;1990;1.365
Enfermeros con título de Fisioterapeuta;Hombres;1989;1.437
Enfermeros con título de Fisioterapeuta;Hombres;1988;1.413
Enfermeros con título de Fisioterapeuta;Hombres;1987;1.404
Enfermeros con título de Fisioterapeuta;Hombres;1986;1.433
Enfermeros con título de Fisioterapeuta;Hombres;1985;1.423
Enfermeros con título de Fisioterapeuta;Hombres;1984;1.498
Enfermeros con título de Fisioterapeuta;Hombres;1983;1.303
Enfermeros con título de Fisioterapeuta;Hombres;1982;1.381
Enfermeros con título de Fisioterapeuta;Hombres;1981;1.285
Enfermeros con título de Fisioterapeuta;Hombres;1980;1.211
Enfermeros con título de Fisioterapeuta;Hombres;1979;1.098
Enfermeros con título de Fisioterapeuta;Hombres;1978;..
Enfermeros con título de Fisioterapeuta;Hombres;1977;..
Enfermeros con título de Fisioterapeuta;Hombres;1976;..
Enfermeros con título de Fisioterapeuta;Hombres;1975;..
Enfermeros con título de Fisioterapeuta;Hombres;1974;..
Enfermeros con título de Fisioterapeuta;Hombres;1973;..
Enfermeros con título de Fisioterapeuta;Hombres;1972;..
Enfermeros con título de Fisioterapeuta;Hombres;1971;..
Enfermeros con título de Fisioterapeuta;Hombres;1970;..
Enfermeros con título de Fisioterapeuta;Hombres;1969;..
Enfermeros con título de Fisioterapeuta;Hombres;1968;..
Enfermeros con título de Fisioterapeuta;Hombres;1967;..
Enfermeros con título de Fisioterapeuta;Hombres;1966;..
Enfermeros con título de Fisioterapeuta;Hombres;1965;..
Enfermeros con título de Fisioterapeuta;Hombres;1964;..
Enfermeros con título de Fisioterapeuta;Hombres;1963;..
Enfermeros con título de Fisioterapeuta;Hombres;1962;..
Enfermeros con título de Fisioterapeuta;Hombres;1961;..
Enfermeros con título de Fisioterapeuta;Hombres;1960;..
Enfermeros con título de Fisioterapeuta;Hombres;1959;..
Enfermeros con título de Fisioterapeuta;Hombres;1958;..
Enfermeros con título de Fisioterapeuta;Hombres;1957;..
Enfermeros con título de Fisioterapeuta;Hombres;1956;..
Enfermeros con título de Fisioterapeuta;Hombres;1955;..
Enfermeros con título de Fisioterapeuta;Hombres;1954;..
Enfermeros con título de Fisioterapeuta;Hombres;1953;..
Enfermeros con título de Fisioterapeuta;Hombres;1952;..
Enfermeros con título de Fisioterapeuta;Mujeres;2021;..
Enfermeros con título de Fisioterapeuta;Mujeres;2020;..
Enfermeros con título de Fisioterapeuta;Mujeres;2019;..
Enfermeros con título de Fisioterapeuta;Mujeres;2018;..
Enfermeros con título de Fisioterapeuta;Mujeres;2017;..
Enfermeros con título de Fisioterapeuta;Mujeres;2016;..
Enfermeros con título de Fisioterapeuta;Mujeres;2015;..
Enfermeros con título de Fisioterapeuta;Mujeres;2014;..
Enfermeros con título de Fisioterapeuta;Mujeres;2013;..
Enfermeros con título de Fisioterapeuta;Mujeres;2012;..
Enfermeros con título de Fisioterapeuta;Mujeres;2011;..
Enfermeros con título de Fisioterapeuta;Mujeres;2010;..
Enfermeros con título de Fisioterapeuta;Mujeres;2009;..
Enfermeros con título de Fisioterapeuta;Mujeres;2008;..
Enfermeros con título de Fisioterapeuta;Mujeres;2007;..
Enfermeros con título de Fisioterapeuta;Mujeres;2006;..
Enfermeros con título de Fisioterapeuta;Mujeres;2005;..
Enfermeros con título de Fisioterapeuta;Mujeres;2004;..
Enfermeros con título de Fisioterapeuta;Mujeres;2003;..
Enfermeros con título de Fisioterapeuta;Mujeres;2002;..
Enfermeros con título de Fisioterapeuta;Mujeres;2001;..
Enfermeros con título de Fisioterapeuta;Mujeres;2000;917
Enfermeros con título de Fisioterapeuta;Mujeres;1999;949
Enfermeros con título de Fisioterapeuta;Mujeres;1998;1.156
Enfermeros con título de Fisioterapeuta;Mujeres;1997;1.134
Enfermeros con título de Fisioterapeuta;Mujeres;1996;989
Enfermeros con título de Fisioterapeuta;Mujeres;1995;1.315
Enfermeros con título de Fisioterapeuta;Mujeres;1994;1.284
Enfermeros con título de Fisioterapeuta;Mujeres;1993;1.296
Enfermeros con título de Fisioterapeuta;Mujeres;1992;1.424
Enfermeros con título de Fisioterapeuta;Mujeres;1991;1.418
Enfermeros con título de Fisioterapeuta;Mujeres;1990;1.540
Enfermeros con título de Fisioterapeuta;Mujeres;1989;1.582
Enfermeros con título de Fisioterapeuta;Mujeres;1988;1.537
Enfermeros con título de Fisioterapeuta;Mujeres;1987;1.507
Enfermeros con título de Fisioterapeuta;Mujeres;1986;1.523
Enfermeros con título de Fisioterapeuta;Mujeres;1985;1.453
Enfermeros con título de Fisioterapeuta;Mujeres;1984;1.464
Enfermeros con título de Fisioterapeuta;Mujeres;1983;1.331
Enfermeros con título de Fisioterapeuta;Mujeres;1982;1.267
Enfermeros con título de Fisioterapeuta;Mujeres;1981;1.243
Enfermeros con título de Fisioterapeuta;Mujeres;1980;1.208
Enfermeros con título de Fisioterapeuta;Mujeres;1979;974
Enfermeros con título de Fisioterapeuta;Mujeres;1978;..
Enfermeros con título de Fisioterapeuta;Mujeres;1977;..
Enfermeros con título de Fisioterapeuta;Mujeres;1976;..
Enfermeros con título de Fisioterapeuta;Mujeres;1975;..
Enfermeros con título de Fisioterapeuta;Mujeres;1974;..
Enfermeros con título de Fisioterapeuta;Mujeres;1973;..
Enfermeros con título de Fisioterapeuta;Mujeres;1972;..
Enfermeros con título de Fisioterapeuta;Mujeres;1971;..
Enfermeros con título de Fisioterapeuta;Mujeres;1970;..
Enfermeros con título de Fisioterapeuta;Mujeres;1969;..
Enfermeros con título de Fisioterapeuta;Mujeres;1968;..
Enfermeros con título de Fisioterapeuta;Mujeres;1967;..
Enfermeros con título de Fisioterapeuta;Mujeres;1966;..
Enfermeros con título de Fisioterapeuta;Mujeres;1965;..
Enfermeros con título de Fisioterapeuta;Mujeres;1964;..
Enfermeros con título de Fisioterapeuta;Mujeres;1963;..
Enfermeros con título de Fisioterapeuta;Mujeres;1962;..
Enfermeros con título de Fisioterapeuta;Mujeres;1961;..
Enfermeros con título de Fisioterapeuta;Mujeres;1960;..
Enfermeros con título de Fisioterapeuta;Mujeres;1959;..
Enfermeros con título de Fisioterapeuta;Mujeres;1958;..
Enfermeros con título de Fisioterapeuta;Mujeres;1957;..
Enfermeros con título de Fisioterapeuta;Mujeres;1956;..
Enfermeros con título de Fisioterapeuta;Mujeres;1955;..
Enfermeros con título de Fisioterapeuta;Mujeres;1954;..
Enfermeros con título de Fisioterapeuta;Mujeres;1953;..
Enfermeros con título de Fisioterapeuta;Mujeres;1952;..
Enfermeros con título  de Análisis Clínico;Total;2021;..
Enfermeros con título  de Análisis Clínico;Total;2020;..
Enfermeros con título  de Análisis Clínico;Total;2019;..
Enfermeros con título  de Análisis Clínico;Total;2018;..
Enfermeros con título  de Análisis Clínico;Total;2017;..
Enfermeros con título  de Análisis Clínico;Total;2016;..
Enfermeros con título  de Análisis Clínico;Total;2015;..
Enfermeros con título  de Análisis Clínico;Total;2014;..
Enfermeros con título  de Análisis Clínico;Total;2013;..
Enfermeros con título  de Análisis Clínico;Total;2012;..
Enfermeros con título  de Análisis Clínico;Total;2011;..
Enfermeros con título  de Análisis Clínico;Total;2010;..
Enfermeros con título  de Análisis Clínico;Total;2009;..
Enfermeros con título  de Análisis Clínico;Total;2008;..
Enfermeros con título  de Análisis Clínico;Total;2007;..
Enfermeros con título  de Análisis Clínico;Total;2006;..
Enfermeros con título  de Análisis Clínico;Total;2005;..
Enfermeros con título  de Análisis Clínico;Total;2004;..
Enfermeros con título  de Análisis Clínico;Total;2003;..
Enfermeros con título  de Análisis Clínico;Total;2002;..
Enfermeros con título  de Análisis Clínico;Total;2001;..
Enfermeros con título  de Análisis Clínico;Total;2000;2.191
Enfermeros con título  de Análisis Clínico;Total;1999;1.115
Enfermeros con título  de Análisis Clínico;Total;1998;1.488
Enfermeros con título  de Análisis Clínico;Total;1997;1.413
Enfermeros con título  de Análisis Clínico;Total;1996;1.247
Enfermeros con título  de Análisis Clínico;Total;1995;1.474
Enfermeros con título  de Análisis Clínico;Total;1994;1.489
